 mc2(MeV) freq(MHz) Z I(mA) npart
    938.272029 0.1761000E+03   1. 0.00000E+00         10
 Sizes, positions are in mm, angles in mrad
 Phases in deg, energies in MeV
 Emittances and halo in mm.mrad or deg.MeV
 Phase advance per meter in deg/mm
 Current is in mA
 Powlost is in W
 H&V dispersion in mm
 ## z(m) gama-1 x0 y0 p0 x'0 y'0 W0 SizeX  SizeY SizeP sxx' syy' spW ex ey ep hx hy hp npart kx ky kz ex99  ey99 ep99 phiS Ws SCCurrent Aper e4D EmitR kr Powlost Xmax Ymax  ezdp SizeZ szdp Hdisp Vdisp Hdisp/dz Vdisp/dz E6D Sxy Sx'y'
   36    10.8001588 0.2003059E-01 0.1571393E-02 -.7778441E-03 0.5508725E-01 -.1297485E-03 0.1830983E-02 0.1050733E-02 0.1365455E+01 0.1446944E+01 0.1827427E+01 0.3939709E+00 -.8216050E+00 0.0000000E+00 0.2413115E+00 0.2363099E+00 0.5412547E-01 -.2262127E-01 0.4066323E+00 -.3778181E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697887E+00 0.1058959E+01 0.1001948E+01 0.8829098E-07 0.1018289E-08 0.0000000E+00 0.3000000E+02 0.5698432E-01 0.3295337E+00 0.1000000E-04 0.0000000E+00 0.2002384E+01 0.2871703E+01 0.2727921E+00 0.1704164E+01 0.1838387E+00 0.1187954E+02 -.3254927E+02 -.2586911E+01 0.7177126E+01 0.1553766E-01 0.7047347E-01 -.3788484E-03
   36    10.8123694 0.2003060E-01 0.1569809E-02 -.7554873E-03 0.5475616E-01 -.1296265E-03 0.1830916E-02 0.1050899E-02 0.1369020E+01 0.1440045E+01 0.1828805E+01 0.4044214E+00 -.8096048E+00 0.0000000E+00 0.2413102E+00 0.2363105E+00 0.5412529E-01 -.2262317E-01 0.4066310E+00 -.3778013E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697831E+00 0.1058959E+01 0.1002135E+01 0.8796854E-07 0.1018570E-08 0.0000000E+00 0.3000000E+02 0.5698415E-01 0.3262950E+00 0.1000000E-04 0.0000000E+00 0.1996229E+01 0.2865248E+01 0.2727912E+00 0.1705450E+01 0.1911412E+00 0.1185293E+02 -.3246548E+02 -.2590957E+01 0.7183168E+01 0.1553756E-01 0.7047854E-01 -.3770357E-03
   36    10.8245800 0.2003062E-01 0.1568227E-02 -.7331308E-03 0.5442502E-01 -.1295948E-03 0.1830909E-02 0.1050984E-02 0.1372669E+01 0.1433215E+01 0.1830236E+01 0.4148815E+00 -.7975971E+00 0.0000000E+00 0.2413099E+00 0.2363106E+00 0.5412512E-01 -.2262358E-01 0.4066306E+00 -.3777824E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697819E+00 0.1058959E+01 0.1002323E+01 0.8764611E-07 0.1018680E-08 0.0000000E+00 0.3000000E+02 0.5698411E-01 0.3227713E+00 0.1000000E-04 0.0000000E+00 0.1990075E+01 0.2858792E+01 0.2727903E+00 0.1706785E+01 0.1986037E+00 0.1182240E+02 -.3237793E+02 -.2592736E+01 0.7184446E+01 0.1553750E-01 0.7048347E-01 -.3766602E-03
   36    10.8245800 0.2003062E-01 0.1568227E-02 -.7331308E-03 0.5442502E-01 -.1295948E-03 0.1830909E-02 0.1050984E-02 0.1372669E+01 0.1433215E+01 0.1830236E+01 0.4148815E+00 -.7975971E+00 0.0000000E+00 0.2413099E+00 0.2363106E+00 0.5412512E-01 -.2262358E-01 0.4066306E+00 -.3777824E-01         10 0.3905617E-01 0.2763269E-01 0.2579627E-01 0.8697819E+00 0.1058959E+01 0.1002323E+01 0.8764611E-07 0.1018680E-08 0.0000000E+00 0.3000000E+02 0.5698411E-01 0.3227713E+00 0.2182117E+00 0.0000000E+00 0.1990075E+01 0.2858792E+01 0.2727903E+00 0.1706785E+01 0.1986037E+00 0.1182240E+02 -.3237793E+02 -.2592736E+01 0.7184446E+01 0.1553750E-01 0.7048347E-01 -.3766602E-03
   37    11.0894200 0.2003062E-01 0.1533905E-02 -.2482327E-03 0.4724259E-01 -.1295948E-03 0.1830909E-02 0.1050984E-02 0.1471038E+01 0.1304025E+01 0.1874452E+01 0.6413536E+00 -.5376348E+00 0.0000000E+00 0.2413099E+00 0.2363106E+00 0.5412138E-01 -.2262358E-01 0.4066306E+00 -.3774498E-01         10 0.3421147E-01 0.3618661E-01 0.2510974E-01 0.8697819E+00 0.1058959E+01 0.1006397E+01 0.8065520E-07 0.1018680E-08 0.0000000E+00 0.3000000E+02 0.5698411E-01 0.3553808E+00 0.2616208E+00 0.0000000E+00 0.2152879E+01 0.2718781E+01 0.2727715E+00 0.1748019E+01 0.3627140E+00 0.1113574E+02 -.3047520E+02 -.2592736E+01 0.7184446E+01 0.1553644E-01 0.7056254E-01 -.3766602E-03
   38    11.1023938 0.2003066E-01 0.1532224E-02 -.2244792E-03 0.4689074E-01 -.1296054E-03 0.1830865E-02 0.1050961E-02 0.1476733E+01 0.1298729E+01 0.1877249E+01 0.6523926E+00 -.5249421E+00 0.0000000E+00 0.2413100E+00 0.2363106E+00 0.5412114E-01 -.2262359E-01 0.4066307E+00 -.3774270E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697820E+00 0.1058959E+01 0.1006597E+01 0.8031323E-07 0.1018730E-08 0.0000000E+00 0.3000000E+02 0.5698413E-01 0.3560240E+00 0.1000000E-04 0.0000000E+00 0.2170082E+01 0.2711922E+01 0.2727703E+00 0.1750629E+01 0.3707013E+00 0.1110073E+02 -.3037944E+02 -.2593873E+01 0.7185026E+01 0.1553638E-01 0.7056505E-01 -.3767002E-03
   38    11.1153675 0.2003078E-01 0.1530542E-02 -.2007271E-03 0.4653893E-01 -.1296015E-03 0.1830651E-02 0.1050832E-02 0.1482501E+01 0.1293537E+01 0.1880102E+01 0.6632370E+00 -.5123929E+00 0.0000000E+00 0.2413098E+00 0.2363106E+00 0.5412084E-01 -.2262351E-01 0.4066308E+00 -.3773945E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697812E+00 0.1058959E+01 0.1006795E+01 0.7997126E-07 0.1018702E-08 0.0000000E+00 0.3000000E+02 0.5698407E-01 0.3565986E+00 0.1000000E-04 0.0000000E+00 0.2187284E+01 0.2705061E+01 0.2727687E+00 0.1753295E+01 0.3787798E+00 0.1106046E+02 -.3027703E+02 -.2597091E+01 0.7187423E+01 0.1553628E-01 0.7056731E-01 -.3762573E-03
   38    11.1283413 0.2003105E-01 0.1528861E-02 -.1769800E-03 0.4618720E-01 -.1294171E-03 0.1830046E-02 0.1050323E-02 0.1488339E+01 0.1288450E+01 0.1883014E+01 0.6736865E+00 -.5001164E+00 0.0000000E+00 0.2413065E+00 0.2363106E+00 0.5412034E-01 -.2262273E-01 0.4066309E+00 -.3773409E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697750E+00 0.1058956E+01 0.1006989E+01 0.7962928E-07 0.1018226E-08 0.0000000E+00 0.3000000E+02 0.5698330E-01 0.3571105E+00 0.1000000E-04 0.0000000E+00 0.2204480E+01 0.2698193E+01 0.2727662E+00 0.1756022E+01 0.3873672E+00 0.1100243E+02 -.3015440E+02 -.2605367E+01 0.7194478E+01 0.1553594E-01 0.7056899E-01 -.3731154E-03
   38    11.1413150 0.2003151E-01 0.1527187E-02 -.1532447E-03 0.4583594E-01 -.1284737E-03 0.1828845E-02 0.1048318E-02 0.1494244E+01 0.1283465E+01 0.1885993E+01 0.6836864E+00 -.4880997E+00 0.0000000E+00 0.2412915E+00 0.2363103E+00 0.5411962E-01 -.2261852E-01 0.4066297E+00 -.3772688E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8697501E+00 0.1058944E+01 0.1007175E+01 0.7928731E-07 0.1015955E-08 0.0000000E+00 0.3000000E+02 0.5697966E-01 0.3575517E+00 0.1000000E-04 0.0000000E+00 0.2221664E+01 0.2691312E+01 0.2727626E+00 0.1758820E+01 0.3979816E+00 0.1089756E+02 -.2998580E+02 -.2620232E+01 0.7209295E+01 0.1553477E-01 0.7056924E-01 -.3606287E-03
   38    11.1542888 0.2003152E-01 0.1525538E-02 -.1295251E-03 0.4548573E-01 -.1252113E-03 0.1828078E-02 0.1044328E-02 0.1500214E+01 0.1278585E+01 0.1889067E+01 0.6948857E+00 -.4750427E+00 0.0000000E+00 0.2412418E+00 0.2363082E+00 0.5411945E-01 -.2260210E-01 0.4066242E+00 -.3772897E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8696773E+00 0.1058902E+01 0.1007357E+01 0.7894696E-07 0.1008285E-08 0.0000000E+00 0.3000000E+02 0.5696739E-01 0.3578846E+00 0.1000000E-04 0.0000000E+00 0.2238833E+01 0.2684419E+01 0.2727618E+00 0.1761687E+01 0.4147127E+00 0.1070796E+02 -.2975851E+02 -.2625091E+01 0.7224626E+01 0.1553142E-01 0.7056668E-01 -.3241351E-03
   38    11.1672625 0.2002746E-01 0.1523960E-02 -.1057820E-03 0.4513721E-01 -.1168411E-03 0.1834570E-02 0.1039371E-02 0.1506288E+01 0.1273848E+01 0.1892311E+01 0.7158690E+00 -.4547569E+00 0.0000000E+00 0.2411185E+00 0.2363007E+00 0.5412431E-01 -.2255462E-01 0.4066069E+00 -.3779453E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8695203E+00 0.1058794E+01 0.1007600E+01 0.7861151E-07 0.9881660E-09 0.0000000E+00 0.3000000E+02 0.5693639E-01 0.3580375E+00 0.1000000E-04 0.0000000E+00 0.2256041E+01 0.2677586E+01 0.2727862E+00 0.1764538E+01 0.4454746E+00 0.1048817E+02 -.2962258E+02 -.2529204E+01 0.7182309E+01 0.1552439E-01 0.7056142E-01 -.2491877E-03
   38    11.1802363 0.2000763E-01 0.1522531E-02 -.8180537E-04 0.4479109E-01 -.1033020E-03 0.1868388E-02 0.1038868E-02 0.1512638E+01 0.1269400E+01 0.1895855E+01 0.7693877E+00 -.4118423E+00 0.0000000E+00 0.2409292E+00 0.2362847E+00 0.5414903E-01 -.2247190E-01 0.4065677E+00 -.3807966E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8693312E+00 0.1058622E+01 0.1008189E+01 0.7828582E-07 0.9524683E-09 0.0000000E+00 0.3000000E+02 0.5688766E-01 0.3580226E+00 0.1000000E-04 0.0000000E+00 0.2273535E+01 0.2671118E+01 0.2729108E+00 0.1766993E+01 0.4937294E+00 0.1079689E+02 -.3037212E+02 -.2055269E+01 0.6890442E+01 0.1551790E-01 0.7056446E-01 -.1651416E-03
   38    11.1932100 0.1995265E-01 0.1521247E-02 -.5711104E-04 0.4442857E-01 -.9740823E-04 0.1942527E-02 0.1141457E-02 0.1519620E+01 0.1265536E+01 0.1899734E+01 0.8662737E+00 -.3411433E+00 0.0000000E+00 0.2408671E+00 0.2362726E+00 0.5421938E-01 -.2245362E-01 0.4065077E+00 -.3876362E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8693601E+00 0.1058547E+01 0.1009817E+01 0.7797153E-07 0.9332908E-09 0.0000000E+00 0.3000000E+02 0.5687010E-01 0.3582193E+00 0.1000000E-04 0.0000000E+00 0.2291861E+01 0.2665634E+01 0.2732654E+00 0.1768245E+01 0.5221388E+00 0.1329381E+02 -.3398585E+02 -.7492457E+00 0.6176790E+01 0.1553192E-01 0.7061072E-01 -.7623880E-04
   38    11.2061838 0.1986575E-01 0.1519925E-02 -.3145423E-04 0.4399763E-01 -.1079915E-03 0.2005778E-02 0.1402554E-02 0.1527372E+01 0.1262350E+01 0.1903459E+01 0.9463252E+00 -.2855346E+00 0.0000000E+00 0.2410400E+00 0.2362849E+00 0.5433391E-01 -.2259211E-01 0.4064305E+00 -.3959942E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8695720E+00 0.1058688E+01 0.1012984E+01 0.7764910E-07 0.1011230E-08 0.0000000E+00 0.3000000E+02 0.5691411E-01 0.3588633E+00 0.1000000E-04 0.0000000E+00 0.2311265E+01 0.2661348E+01 0.2738426E+00 0.1767963E+01 0.4365074E+00 0.1980362E+02 -.4217880E+02 0.1146108E+01 0.6121193E+01 0.1557402E-01 0.7072729E-01 0.7253683E-04
   38    11.2191575 0.1978832E-01 0.1518452E-02 -.5271252E-05 0.4346051E-01 -.1177619E-03 0.2024372E-02 0.1682951E-02 0.1535547E+01 0.1259545E+01 0.1905940E+01 0.9774359E+00 -.2638828E+00 0.0000000E+00 0.2411855E+00 0.2363066E+00 0.5443886E-01 -.2276108E-01 0.4063066E+00 -.4008360E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8695550E+00 0.1058845E+01 0.1016690E+01 0.7727292E-07 0.1220656E-08 0.0000000E+00 0.3000000E+02 0.5695386E-01 0.3594542E+00 0.1000000E-04 0.0000000E+00 0.2331244E+01 0.2657634E+01 0.2743716E+00 0.1766914E+01 0.1948284E+00 0.2933460E+02 -.5232276E+02 0.2321656E+01 0.8127636E+01 0.1561221E-01 0.7088858E-01 0.1264935E-03
   38    11.2321313 0.1975689E-01 0.1516911E-02 0.2097966E-04 0.4282511E-01 -.1183234E-03 0.2020870E-02 0.1909717E-02 0.1543831E+01 0.1256873E+01 0.1906168E+01 0.9873949E+00 -.2548749E+00 0.0000000E+00 0.2411903E+00 0.2363200E+00 0.5448151E-01 -.2287171E-01 0.4061384E+00 -.4011627E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8692815E+00 0.1058902E+01 0.1019273E+01 0.7680230E-07 0.1508482E-08 0.0000000E+00 0.3000000E+02 0.5695823E-01 0.3597575E+00 0.1000000E-04 0.0000000E+00 0.2351306E+01 0.2653961E+01 0.2745865E+00 0.1765762E+01 -.1407389E+00 0.3606232E+02 -.5588263E+02 0.1943533E+01 0.1073156E+02 0.1562452E-01 0.7105804E-01 0.1154874E-03
   38    11.2451050 0.1978192E-01 0.1515408E-02 0.4716129E-04 0.4212857E-01 -.1126503E-03 0.2016047E-02 0.2012485E-02 0.1552146E+01 0.1254292E+01 0.1903802E+01 0.9980114E+00 -.2436361E+00 0.0000000E+00 0.2411032E+00 0.2363219E+00 0.5444451E-01 -.2291476E-01 0.4059660E+00 -.3980512E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8689323E+00 0.1058879E+01 0.1019631E+01 0.7622584E-07 0.1791555E-08 0.0000000E+00 0.3000000E+02 0.5693803E-01 0.3598567E+00 0.1000000E-04 0.0000000E+00 0.2371314E+01 0.2650226E+01 0.2744000E+00 0.1764655E+01 -.4695445E+00 0.3529309E+02 -.4900504E+02 0.6076936E+00 0.1143736E+02 0.1560952E-01 0.7122130E-01 0.1242185E-03
   38    11.2580788 0.1985222E-01 0.1514003E-02 0.7333741E-04 0.4142484E-01 -.1036643E-03 0.2022266E-02 0.1971819E-02 0.1560550E+01 0.1251866E+01 0.1899252E+01 0.1021780E+01 -.2226482E+00 0.0000000E+00 0.2409671E+00 0.2363118E+00 0.5434404E-01 -.2288512E-01 0.4058315E+00 -.3920081E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8686452E+00 0.1058796E+01 0.1017801E+01 0.7555980E-07 0.1997108E-08 0.0000000E+00 0.3000000E+02 0.5690329E-01 0.3598277E+00 0.1000000E-04 0.0000000E+00 0.2391336E+01 0.2646557E+01 0.2738937E+00 0.1763472E+01 -.7027709E+00 0.3038679E+02 -.3879398E+02 -.5428430E+00 0.1042830E+02 0.1557388E-01 0.7138006E-01 0.1912474E-03
   38    11.2710525 0.1993918E-01 0.1512719E-02 0.9975994E-04 0.4076221E-01 -.9483760E-04 0.2057553E-02 0.1834497E-02 0.1569225E+01 0.1249751E+01 0.1893473E+01 0.1078483E+01 -.1806918E+00 0.0000000E+00 0.2408424E+00 0.2362946E+00 0.5422211E-01 -.2281622E-01 0.4057504E+00 -.3841521E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8685314E+00 0.1058693E+01 0.1014912E+01 0.7484491E-07 0.2083709E-08 0.0000000E+00 0.3000000E+02 0.5686955E-01 0.3597875E+00 0.1000000E-04 0.0000000E+00 0.2411643E+01 0.2643282E+01 0.2732791E+00 0.1761840E+01 -.7915329E+00 0.2575366E+02 -.3119184E+02 -.1081616E+01 0.8967215E+01 0.1553250E-01 0.7155031E-01 0.4015011E-03
   38    11.2840263 0.2000365E-01 0.1511496E-02 0.1269073E-03 0.4015848E-01 -.9648472E-04 0.2132168E-02 0.1683280E-02 0.1578511E+01 0.1248211E+01 0.1887523E+01 0.1180062E+01 -.1129218E+00 0.0000000E+00 0.2409215E+00 0.2363010E+00 0.5413335E-01 -.2289950E-01 0.4056881E+00 -.3780387E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8687033E+00 0.1058737E+01 0.1012618E+01 0.7412351E-07 0.2069942E-08 0.0000000E+00 0.3000000E+02 0.5688995E-01 0.3601327E+00 0.1000000E-04 0.0000000E+00 0.2432772E+01 0.2640969E+01 0.2728318E+00 0.1759058E+01 -.7609194E+00 0.2298514E+02 -.2751434E+02 -.1267870E+01 0.7905917E+01 0.1551421E-01 0.7177036E-01 0.9694207E-03
   38    11.2970000 0.2002326E-01 0.1510134E-02 0.1550942E-03 0.3959673E-01 -.1162156E-03 0.2209533E-02 0.1627733E-02 0.1588626E+01 0.1247396E+01 0.1881927E+01 0.1285295E+01 -.4694743E-01 0.0000000E+00 0.2413332E+00 0.2363642E+00 0.5410682E-01 -.2330506E-01 0.4055891E+00 -.3764741E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8690598E+00 0.1059073E+01 0.1012064E+01 0.7341677E-07 0.2043205E-08 0.0000000E+00 0.3000000E+02 0.5700305E-01 0.3611512E+00 0.1000000E-04 0.0000000E+00 0.2455104E+01 0.2639951E+01 0.2726981E+00 0.1754677E+01 -.7175873E+00 0.2220167E+02 -.2676744E+02 -.1555033E+01 0.7712540E+01 0.1553743E-01 0.7207926E-01 0.1926988E-02
   38    11.3099738 0.2001433E-01 0.1508426E-02 0.1840892E-03 0.3903611E-01 -.1483667E-03 0.2252903E-02 0.1673828E-02 0.1599395E+01 0.1247143E+01 0.1876336E+01 0.1352883E+01 -.7044607E-02 0.0000000E+00 0.2419694E+00 0.2364796E+00 0.5411916E-01 -.2396064E-01 0.4054172E+00 -.3773463E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8693507E+00 0.1059642E+01 0.1012915E+01 0.7271002E-07 0.2092872E-08 0.0000000E+00 0.3000000E+02 0.5718194E-01 0.3626409E+00 0.1000000E-04 0.0000000E+00 0.2478418E+01 0.2639900E+01 0.2727603E+00 0.1749085E+01 -.7683067E+00 0.2233873E+02 -.2626316E+02 -.2298266E+01 0.8490657E+01 0.1558868E-01 0.7247966E-01 0.2854645E-02
   38    11.3229475 0.2001577E-01 0.1506296E-02 0.2133381E-03 0.3845117E-01 -.1777436E-03 0.2248985E-02 0.1752619E-02 0.1610425E+01 0.1247135E+01 0.1869844E+01 0.1368265E+01 0.1108753E-02 0.0000000E+00 0.2425579E+00 0.2366011E+00 0.5411680E-01 -.2460058E-01 0.4052015E+00 -.3761794E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8693986E+00 0.1060212E+01 0.1013719E+01 0.7196745E-07 0.2246118E-08 0.0000000E+00 0.3000000E+02 0.5735089E-01 0.3640407E+00 0.1000000E-04 0.0000000E+00 0.2502128E+01 0.2640153E+01 0.2727484E+00 0.1743094E+01 -.9437401E+00 0.2125326E+02 -.2305604E+02 -.3767337E+01 0.9941316E+01 0.1563316E-01 0.7294212E-01 0.3187591E-02
   38    11.3359213 0.2006020E-01 0.1503890E-02 0.2423387E-03 0.3785120E-01 -.1904955E-03 0.2220512E-02 0.1761890E-02 0.1621368E+01 0.1247118E+01 0.1861740E+01 0.1356138E+01 -.4734601E-02 0.0000000E+00 0.2428363E+00 0.2366683E+00 0.5405536E-01 -.2494793E-01 0.4050278E+00 -.3700171E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8692508E+00 0.1060514E+01 0.1012825E+01 0.7116137E-07 0.2439645E-08 0.0000000E+00 0.3000000E+02 0.5743315E-01 0.3647874E+00 0.1000000E-04 0.0000000E+00 0.2525665E+01 0.2640155E+01 0.2724387E+00 0.1737408E+01 -.1164339E+01 0.1818821E+02 -.1738510E+02 -.5198891E+01 0.1073462E+02 0.1563830E-01 0.7342136E-01 0.2982887E-02
   38    11.3488950 0.2014994E-01 0.1501402E-02 0.2709686E-03 0.3727556E-01 -.1918847E-03 0.2194218E-02 0.1650995E-02 0.1632137E+01 0.1247050E+01 0.1852131E+01 0.1345655E+01 -.7315533E-02 0.0000000E+00 0.2428967E+00 0.2366882E+00 0.5393408E-01 -.2505630E-01 0.4049314E+00 -.3583062E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8691094E+00 0.1060602E+01 0.1009847E+01 0.7029667E-07 0.2581046E-08 0.0000000E+00 0.3000000E+02 0.5745229E-01 0.3650545E+00 0.1000000E-04 0.0000000E+00 0.2548855E+01 0.2639802E+01 0.2718275E+00 0.1732189E+01 -.1316557E+01 0.1449813E+02 -.1162569E+02 -.6269613E+01 0.1073046E+02 0.1560992E-01 0.7389150E-01 0.2704706E-02
   38    11.3618688 0.2026488E-01 0.1498929E-02 0.2993133E-03 0.3676320E-01 -.1891507E-03 0.2177189E-02 0.1441215E-02 0.1642786E+01 0.1246988E+01 0.1841855E+01 0.1344370E+01 -.3375572E-02 0.0000000E+00 0.2428710E+00 0.2366839E+00 0.5378300E-01 -.2502940E-01 0.4049214E+00 -.3422747E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8690865E+00 0.1060586E+01 0.1005623E+01 0.6940591E-07 0.2611515E-08 0.0000000E+00 0.3000000E+02 0.5744515E-01 0.3651106E+00 0.1000000E-04 0.0000000E+00 0.2571757E+01 0.2639211E+01 0.2710660E+00 0.1727338E+01 -.1330997E+01 0.1103321E+02 -.6718978E+01 -.7302213E+01 0.1055401E+02 0.1556572E-01 0.7434837E-01 0.2515388E-02
   38    11.3748425 0.2037539E-01 0.1496494E-02 0.3275226E-03 0.3634123E-01 -.1865789E-03 0.2174409E-02 0.1168113E-02 0.1653411E+01 0.1247010E+01 0.1832061E+01 0.1358497E+01 0.9418639E-02 0.0000000E+00 0.2428458E+00 0.2366736E+00 0.5364197E-01 -.2495423E-01 0.4049843E+00 -.3256498E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8692084E+00 0.1060542E+01 0.1001334E+01 0.6853469E-07 0.2515961E-08 0.0000000E+00 0.3000000E+02 0.5743668E-01 0.3651364E+00 0.1000000E-04 0.0000000E+00 0.2594513E+01 0.2638545E+01 0.2703552E+00 0.1722693E+01 -.1193496E+01 0.7699785E+01 -.2521295E+01 -.8610757E+01 0.1053178E+02 0.1552338E-01 0.7479806E-01 0.2510461E-02
   38    11.3878163 0.2045067E-01 0.1494058E-02 0.3558169E-03 0.3601184E-01 -.1911056E-03 0.2189884E-02 0.9236514E-03 0.1664165E+01 0.1247225E+01 0.1823787E+01 0.1394825E+01 0.3328863E-01 0.0000000E+00 0.2429760E+00 0.2366976E+00 0.5354832E-01 -.2503808E-01 0.4050429E+00 -.3142255E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8694168E+00 0.1060624E+01 0.9981736E+00 0.6772047E-07 0.2327411E-08 0.0000000E+00 0.3000000E+02 0.5747339E-01 0.3654693E+00 0.1000000E-04 0.0000000E+00 0.2617376E+01 0.2638042E+01 0.2698833E+00 0.1717983E+01 -.9474616E+00 0.4278473E+01 0.8536066E+00 -.1039797E+02 0.1078450E+02 0.1550609E-01 0.7525886E-01 0.2847308E-02
   38    11.4007900 0.2047398E-01 0.1491459E-02 0.3843475E-03 0.3575249E-01 -.2123252E-03 0.2204800E-02 0.7665390E-03 0.1675166E+01 0.1247698E+01 0.1817491E+01 0.1432493E+01 0.5510463E-01 0.0000000E+00 0.2434501E+00 0.2368124E+00 0.5352010E-01 -.2555869E-01 0.4049709E+00 -.3116656E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8695267E+00 0.1061036E+01 0.9968143E+00 0.6698116E-07 0.2130800E-08 0.0000000E+00 0.3000000E+02 0.5761368E-01 0.3665314E+00 0.1000000E-04 0.0000000E+00 0.2640570E+01 0.2637855E+01 0.2697410E+00 0.1712998E+01 -.6964503E+00 0.1495803E+01 0.2349384E+01 -.1237519E+02 0.1118919E+02 0.1553482E-01 0.7575806E-01 0.3416415E-02
   38    11.4137638 0.2046236E-01 0.1488513E-02 0.4128669E-03 0.3552450E-01 -.2409346E-03 0.2186268E-02 0.7246092E-03 0.1686237E+01 0.1248279E+01 0.1812775E+01 0.1428889E+01 0.5288357E-01 0.0000000E+00 0.2440335E+00 0.2369660E+00 0.5353489E-01 -.2624294E-01 0.4048101E+00 -.3145342E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8694288E+00 0.1061583E+01 0.9969511E+00 0.6629721E-07 0.2012143E-08 0.0000000E+00 0.3000000E+02 0.5778926E-01 0.3678295E+00 0.1000000E-04 0.0000000E+00 0.2663865E+01 0.2637676E+01 0.2698156E+00 0.1708084E+01 -.5429881E+00 0.4736344E+00 0.1815531E+01 -.1358042E+02 0.1137484E+02 0.1558520E-01 0.7629698E-01 0.3488337E-02
   38    11.4267375 0.2044715E-01 0.1485273E-02 0.4410225E-03 0.3530275E-01 -.2560349E-03 0.2155120E-02 0.7130431E-03 0.1697108E+01 0.1248769E+01 0.1808832E+01 0.1406875E+01 0.4221835E-01 0.0000000E+00 0.2443116E+00 0.2370434E+00 0.5355400E-01 -.2657291E-01 0.4047275E+00 -.3172901E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8693140E+00 0.1061856E+01 0.9974547E+00 0.6563932E-07 0.1971234E-08 0.0000000E+00 0.3000000E+02 0.5787400E-01 0.3684574E+00 0.1000000E-04 0.0000000E+00 0.2686823E+01 0.2637078E+01 0.2699119E+00 0.1703754E+01 -.4849870E+00 0.5177140E+00 0.9634999E+00 -.1389623E+02 0.1141253E+02 0.1561297E-01 0.7684239E-01 0.3111771E-02
   38    11.4397113 0.2043911E-01 0.1481918E-02 0.4688478E-03 0.3508100E-01 -.2600005E-03 0.2136801E-02 0.7206653E-03 0.1707788E+01 0.1249191E+01 0.1805142E+01 0.1399125E+01 0.4075900E-01 0.0000000E+00 0.2443691E+00 0.2370604E+00 0.5356408E-01 -.2664075E-01 0.4047140E+00 -.3185793E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8692709E+00 0.1061915E+01 0.9978555E+00 0.6498794E-07 0.1963496E-08 0.0000000E+00 0.3000000E+02 0.5789176E-01 0.3685872E+00 0.1000000E-04 0.0000000E+00 0.2709423E+01 0.2636094E+01 0.2699627E+00 0.1699954E+01 -.4674134E+00 0.6363056E+00 0.5850823E+00 -.1389781E+02 0.1143405E+02 0.1562056E-01 0.7737640E-01 0.2827987E-02
